msr,id,tp,twsp,ws,wy,dt,wd,qm.cfs,qc.cfs,qmx.cfs,qmn.cfs,q.cv,uqm.cfsm,uqc.cfsm,ptm.mm,ptmx.mm,ptmn.mm,pt.cv,lbn.,uq.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,utn.mg_l,tdn.mg_l,utkn.mg_l,tkn.mg_l,don.mg_l,ptn.mg_l,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mag.mg_l,sul.mg_l,chl.mg_l,doc.mg_l,tn.s.mg_mg,tc.s.mg_mg,tcn.,tn.mg_mgsed,tc.mg_mgsed,tn.mg_100mgsed,tc.mg_100mgsed,d13c.permil,d15n.permil,fch,ssn,log.uq,log.qmx,log.ptm,log.ptmx,log.sed.mg_l,log.slc.mg_l,log.alk.mg_l,log.don.mg_l,log.ptn.mg_l,log.nhn.mg_l,log.utn.mg_l,log.tdn.mg_l,log.doc.mg_l,oc.mg_l,n.mg_l,ws.f,logt,cdt,sdt
ms,10_2001_2584,F,607,10,2001,36949,150,0.04114286,0.864,0.45,0.017,25.043,1.24881,0.974,2.747619,31.2,0,178.5037,2584,3.23,7.4,38.1,17.83,0.47,8.71,0.03,0.03,0.03,0.03,0.02,NA,0.007,NA,2.35,0.16,3.99,0.94,0.14,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/27/2001,Winter,1.172482,-0.7985077,1.321121,3.471966,-0.7550226,2.164471791,2.880882,-3.912023,NA,-4.961845,0.0295588,0.0295588,NA,NA,NA,Logged,post-log,-0.8475409,0.53073
ms,10_2001_2599,F,608,10,2001,36970,171,0.04933333,1.036,0.235,0.026,89.04254,1.494238,1.165,3.871429,15.5,0,153.5957,2599,4.44,7.5,39.2,19.04,1.22,8.52,0.07,0.03,0.07,0.03,0.02,0.04,0.006,0.001,2.36,0.17,4.18,1.06,0.13,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/20/2001,Spring,1.490654,-1.44817,1.583387,2.80336,0.1988509,2.142416341,2.946542,-3.912023,-3.218876,-5.115996,0.06765865,0.0295588,NA,NA,NA,Logged,post-log,-0.9804692,0.1966729
ms,10_2001_2610,F,609,10,2001,36992,193,0.02780952,0.584,0.045,0.016,70.23922,0.8415238,0.657,1.904762,13.2,0,134.8962,2610,8.76,7.5,36.4,18.04,1.99,8.57,0.06,0.04,0.06,0.04,0.03,0.02,0.011,0.001,2.14,0.18,3.86,0.95,0.1,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/11/2001,Spring,2.170196,-3.101093,1.066351,2.653242,0.6881346,2.148267733,2.892592,-3.506558,-3.912023,-4.50986,0.05826891,0.03922071,NA,NA,NA,Logged,post-log,-0.9837093,-0.1797666
ms,10_2001_2621,F,610,10,2001,37012,213,0.05138095,1.079,0.335,0.016,77.8347,1.560714,1.221,5.090476,24.6,0,178.204,2621,5.79,7.6,41.5,20.08,1.26,9,0.08,0.06,0.08,0.06,0.04,0.02,0.022,0.001,2.35,0.2,4.34,1.12,0.11,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/1/2001,Spring,1.756132,-1.093625,1.806726,3.242592,0.2311117,2.197224577,2.999724,-3.218876,-3.912023,-3.816713,0.07696104,0.05826891,NA,NA,NA,Logged,post-log,-0.8653073,-0.5012418
ms,10_2001_2632,P,611,10,2001,37033,234,0.07631818,1.679,1.077,0.029,92.47291,2.316818,1.897,7.240909,40.9,0,329.6269,2632,7.22,7.5,42,20.96,1,9.14,0.05,0.03,0.05,0.03,0.03,0.02,0.003,0.001,2.45,0.2,4.66,1.2,0.1,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/22/2001,Spring,1.976855,0.0741794,2.109111,3.735286,0,2.212660385,3.042616,-3.506558,-3.912023,-5.809143,0.04879016,0.0295588,NA,NA,NA,Logged,post-log,-0.6321034,-0.774884
ms,10_2001_2643,F,612,10,2001,37054,255,0.04375,0.875,0.341,0.021,23.9284,1.3268,0.989,4.865,36.8,0,190.6929,2643,2.27,7.6,52.2,25.92,1.57,10,0.06,0.05,0.05,0.04,0.03,0.01,0.007,0.006,3.02,0.19,5.7,1.31,0.13,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/12/2001,Spring,0.8197798,-1.075873,1.769002,3.632309,0.4510756,2.302585093,3.255015,-3.506558,-4.60517,-4.961845,0.05826891,0.04879016,NA,NA,NA,Logged,post-log,-0.3171913,-0.9483616
ms,10_2001_2654,F,613,10,2001,37075,276,0.06847619,1.438,0.759,0.019,23.3169,2.075143,1.621,5.071429,70.6,0,213.5728,2654,0.98,7.7,60.5,29.16,0.29,10.28,0.055,NA,0.05,0.04,0.03,0.01,0.006,0.008,3.53,0.19,6.71,1.61,0.14,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/3/2001,Summer,-0.02020271,-0.2757535,1.803594,4.271095,-1.237874,2.33020026,3.372798,-3.506558,-4.60517,-5.115996,0.05354077,NA,NA,NA,NA,Logged,post-log,0.03872228,-0.99925
ms,10_2001_2665,F,614,10,2001,37096,297,0.01885714,0.396,0.031,0.013,8.669914,0.5681905,0.446,2.628571,18.8,0,458.2576,2665,0.53,7.7,67.4,30.87,0.99,10.28,0.05,0.05,0.04,0.04,0.04,NA,0.002,0.006,4.03,0.19,7.37,1.76,0.17,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2001,Summer,-0.6348783,-3.473768,1.288839,2.985682,-0.01005034,2.33020026,3.429785,-3.218876,NA,-6.214608,0.04879016,0.04879016,NA,NA,NA,Logged,post-log,0.3896304,-0.9209713
ms,10_2001_2677,F,615,10,2001,37117,318,0.009428571,0.198,0.019,0.005,27.9334,0.2874762,0.227,1.5,9.4,0,394.5589,2677,0.3,7.8,74.2,32.41,1.81,9.95,0.05,0.03,0.05,0.03,0.03,0.02,0.005,NA,4.28,0.23,8.1,1.95,0.19,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/14/2001,Summer,-1.203973,-3.963316,0.9162907,2.341806,0.5933268,2.297572551,3.478467,-3.506558,-3.912023,-5.298317,0.04879016,0.0295588,NA,NA,NA,Logged,post-log,0.6901734,-0.723644
ms,10_2001_2692,F,616,10,2001,37138,339,0.004714286,0.099,0.007,0.002,34.37461,0.1416667,0.109,0.03809524,0.8,0,305.934,2692,0.18,7.8,78.2,32.75,0.14,9.83,0.03,0.04,0.03,0.04,0.04,NA,0.001,NA,4.35,0.24,8.24,2.35,0.22,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/2001,Summer,-1.714798,-4.961845,0.03738753,0.5877867,-1.966113,2.285438934,3.488903,-3.218876,NA,-6.907755,0.0295588,0.03922071,NA,NA,NA,Logged,post-log,0.9015017,-0.4327756
ms,10_2001_2703,F,617,10,2001,37159,360,0.002761905,0.058,0.009,0.001,39.60792,0.08404762,0.065,0.6619048,11.9,0,362.4197,2703,0.12,7.7,82,31.83,0.38,9.29,0.04,0.03,0.04,0.03,0.03,0.01,0.005,0.002,4.44,0.26,8.56,2.5,0.28,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/2001,Fall,-2.120264,-4.710531,0.5079644,2.557227,-0.967584,2.228938553,3.460409,-3.506558,-4.60517,-5.298317,0.03922071,0.0295588,NA,NA,NA,Logged,post-log,0.9962982,-0.0859648
ms,10_2002_2714,F,618,10,2002,37180,16,0.00152381,0.032,0.018,0.001,146.6017,0.05133333,0.041,0.7142857,7.9,0,305.6311,2714,0.31,7.7,79.5,30.58,0.56,8.96,0.05333333,NA,NA,NA,0.03,0.01,0.003,0.013,4.33,0.33,8.38,2.44,0.33,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2001,Fall,-1.171183,-4.017384,0.5389965,2.186051,-0.5798185,2.192770227,3.420346,-3.506558,-4.60517,-5.809143,0.05195974,NA,NA,NA,NA,Logged,post-log,0.9623091,0.2719582
md,10_2002_2725,F,619,10,2002,37201,37,0.001142857,0.024,0.006,NA,154.6096,0.0312381,0.025,0.9428571,15.2,0,201.9281,2725,1.58,7.6,60.8,25.46,4.75,8.42,0.06666667,NA,NA,NA,0.04,NA,0.004,0.001,3.44,0.28,6.53,1.6,0.24,3.59,NA,0.00073348,0.007422772,11.80659,0.01982326,0.2006102,1.982327,20.06102,NA,NA,11/6/2001,Fall,0.4574248,-5.115996,0.6641596,2.785011,1.558145,2.130609828,3.237109,-3.218876,NA,-5.521461,0.06453852,NA,NA,0.9528983,0.09416051,Logged,post-log,0.803928,0.5947267
md,10_2002_2737,F,620,10,2002,37222,58,0.004857143,0.102,0.27,0.001,139.2007,0.145619,0.113,3.233333,45.2,0,150.1478,2737,7.85,7.5,44.5,20.04,2.13,7.63,0.08,0.05,0.08,0.05,0.05,0.03,0.005,0.002,2.56,0.22,4.85,1.16,0.18,1.94,NA,0.000416058,0.004477771,12.55611,0.01807895,0.1945725,1.807895,19.45725,NA,NA,11/27/2001,Fall,2.060514,-1.309333,1.44299,3.83298,0.756122,2.032087845,2.99773,-2.995732,-3.506558,-5.298317,0.07696104,0.04879016,NA,0.4144395,0.03850817,Logged,post-log,0.5416278,0.8406184
md,10_2002_2748,P,621,10,2002,37243,79,0.03852381,0.809,0.668,0.004,79.90335,1.16981,0.915,8.385714,73.4,0,84.20767,2748,40.13,7.3,29.4,14.46,4.36,7.72,0.05,0.04,0.05,0.04,0.03,0.01,0.006,0.001,1.84,0.18,3.26,0.72,0.1,0.83,1.2,0.000305806,0.003856193,14.71157,0.00799584,0.1008269,0.799584,10.08269,NA,NA,12/18/2001,Winter,3.692124,-0.4034671,2.239189,4.309456,1.472472,2.043814364,2.671386,-3.506558,-4.60517,-5.115996,0.04879016,0.03922071,0.7884574,0.4396051,0.03486186,Logged,post-log,0.2093146,0.9778483
ms,10_2002_2759,F,622,10,2002,37264,100,0.1184762,2.488,1.06,0.005,73.68568,3.589905,2.806,11.1,65.5,0,106.0821,2759,14.25,7.4,34,16.96,0.44,8.81,0.02,0.04,0.02,0.04,0.04,NA,0.004,NA,2.14,0.18,3.72,0.85,0.11,1.01,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/8/2002,Winter,2.656757,0.05826891,2.493205,4.197202,-0.8209806,2.17588744,2.830858,-3.218876,NA,-5.521461,0.01980263,0.03922071,0.6523252,NA,NA,Logged,post-log,-0.1500554,0.9886776
ms,10_2002_2770,F,623,10,2002,37285,121,0.5030476,10.564,2.113,0.052,113.2056,15.25943,11.918,26.20952,82.3,1.5,150.4595,2770,23.04,7.4,31.7,15.83,1.61,8.45,0.04,0.02,0.04,0.02,0.02,0.02,0.005,0.001,1.9,0.18,3.39,0.78,0.1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/29/2002,Winter,3.137232,0.7481087,3.303567,4.422449,0.4762342,2.134166441,2.761907,-3.912023,-3.912023,-5.298317,0.03922071,0.01980263,NA,NA,NA,Logged,post-log,-0.4900287,0.8717063
ms,10_2002_2782,F,624,10,2002,37306,142,0.2171429,4.56,0.887,0.088,67.56791,6.587714,5.145,6.352381,21.3,0,164.8723,2782,16.12,7.4,32.5,15.87,0.65,8.74,0.03,0.03,0.03,0.03,0.03,NA,0.001,NA,1.98,0.19,3.39,0.81,0.1,0.75,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/19/2002,Winter,2.780061,-0.1199103,1.995024,3.104587,-0.4307829,2.16791019,2.764431,-3.506558,NA,-6.907755,0.0295588,0.0295588,0.6471032,NA,NA,Logged,post-log,-0.7666588,0.6420547
ms,10_2002_2798,F,625,10,2002,37327,163,0.2693571,3.771,2.007,0.071,87.1393,8.175643,4.257,13.73571,78.2,0,166.7655,2798,16.24,7.4,33,16.29,0.76,8.62,0.03,0.02,0.03,0.02,0.02,0.01,0.001,0.001,2,0.18,3.67,0.85,0.1,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/12/2002,Winter,2.787477,0.6966411,2.690274,4.371976,-0.2744368,2.154085085,2.790551,-3.912023,-4.60517,-6.907755,0.0295588,0.01980263,NA,NA,NA,Logged,post-log,-0.9441875,0.3294085
ms,10_2002_2811,F,626,10,2002,37348,184,0.3185357,8.919,1.797,0.097,72.29552,9.659821,10.06,8.667857,60.7,0,140.9221,2811,13.23,7.5,34.1,17.17,0.45,8.94,0.03,0.02,0.03,0.02,0.02,0.01,0.001,NA,1.99,0.18,3.53,0.85,0.06,0.64,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/2/2002,Spring,2.582487,0.5861186,2.268807,4.122284,-0.7985077,2.190535589,2.843164,-3.912023,-4.60517,-6.907755,0.0295588,0.01980263,0.4824261,NA,NA,Logged,post-log,-0.9996666,-0.02581844
ms,10_2002_2823,F,627,10,2002,37369,205,0.1510952,3.173,0.819,0.047,120.4642,4.580524,3.577,8.714286,48.8,0,171.959,2823,10.77,7.5,37.8,19.42,1.33,8.94,0.05,0.04,0.05,0.04,0.04,0.01,0.005,NA,2.2,0.2,4.03,1.01,0.11,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/23/2002,Spring,2.376764,-0.1996712,2.273598,3.908015,0.2851789,2.190535589,2.966303,-3.218876,-4.60517,-5.298317,0.04879016,0.03922071,NA,NA,NA,Logged,post-log,-0.9259248,-0.377708
ms,10_2002_2835,F,628,10,2002,37390,226,0.1597619,3.355,0.437,0.052,27.54751,4.846143,3.783,4.12381,18.5,0,241.8453,2835,2.27,7.5,47.8,23.12,0.78,9.59,0.15,0.13,0.15,0.13,0.04,0.02,0.086,NA,2.76,0.23,4.91,1.2,0.14,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/14/2002,Spring,0.8197798,-0.8278221,1.633898,2.970414,-0.2484614,2.260720889,3.140698,-3.218876,-3.912023,-2.453408,0.1397619,0.1222176,NA,NA,NA,Logged,post-log,-0.7324941,-0.6807734
ms,10_2002_2847,P,629,10,2002,37411,247,0.117619,2.47,0.934,0.035,25.87612,3.567048,2.785,7.852381,52.1,0,231.5141,2847,1.24,7.6,56.6,28.08,1.68,10.06,0.12,0.06,0.12,0.06,0.02,0.06,0.043,NA,3.18,0.22,5.97,1.64,0.14,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/4/2002,Spring,0.2151114,-0.06827884,2.180686,3.972177,0.5187938,2.308567165,3.335058,-3.912023,-2.813411,-3.146555,0.1133287,0.05826891,NA,NA,NA,Logged,post-log,-0.4443782,-0.8958393
ms,10_2002_2859,F,630,10,2002,37432,268,0.03280952,0.689,0.059,0.023,26.87419,0.9939048,0.776,1.171429,12.2,0,404.6731,2859,0.6,7.7,62.5,29.83,2.01,10.13,0.06,0.05,0.06,0.05,0.03,0.01,0.023,0.004,3.55,0.19,6.64,1.8,0.17,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/2002,Summer,-0.5108256,-2.830218,0.7753853,2.580217,0.6981347,2.315501318,3.395515,-3.506558,-4.60517,-3.772261,0.05826891,0.04879016,NA,NA,NA,Logged,post-log,-0.09882014,-0.9951053
ms,10_2002_2872,F,631,10,2002,37453,289,0.01838095,0.386,0.024,0.014,35.90161,0.5598095,0.438,1.8,15,0,318.0336,2872,0.41,7.8,67.8,31.71,0.4,10.3,0.05,0.04,0.05,0.04,0.04,0.01,0.002,0.002,3.87,0.2,7.11,1.87,0.17,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/16/2002,Summer,-0.8915981,-3.729701,1.029619,2.772589,-0.9162907,2.332143895,3.456632,-3.218876,-4.60517,-6.214608,0.04879016,0.03922071,NA,NA,NA,Logged,post-log,0.2595118,-0.9657399
ms,10_2002_2884,F,632,10,2002,37474,310,0.01257143,0.264,0.028,0.008,20.9165,0.3777619,0.294,1.447619,26.9,0,367.3849,2884,0.21,7.8,73.8,32.29,0.21,10.14,0.03,0.03,0.03,0.03,0.02,NA,0.008,NA,4.21,0.21,7.78,2.07,0.18,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/2002,Summer,-1.560648,-3.575551,0.8951157,3.328627,-1.560648,2.316487998,3.474758,-3.912023,NA,-4.828314,0.0295588,0.0295588,NA,NA,NA,Logged,post-log,0.5842982,-0.8115391
ms,10_2002_2900,F,633,10,2002,37495,331,0.007666667,0.161,0.021,0.003,34.16665,0.231,0.18,0.7619048,8.9,0,458.2576,2900,0.14,7.8,77.7,32.66,0.21,9.75,0.04,0.03,0.04,0.03,0.01,0.01,0.016,NA,4.33,0.22,8,2.23,0.22,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/27/2002,Summer,-1.966113,-3.863233,0.5663955,2.292535,-1.560648,2.277267285,3.486151,-4.60517,-4.60517,-4.135167,0.03922071,0.0295588,NA,NA,NA,Logged,post-log,0.8335558,-0.5524353
ms,10_2002_2912,F,634,10,2002,37516,352,0.003,0.063,0.006,0.001,86.15939,0.09,0.069,0.1095238,1.8,0,319.876,2912,0.11,NA,NA,32.12,0.17,9.465,0.0475,NA,0.04,0.03,0.02,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/17/2002,Fall,-2.207275,-5.115996,0.1039309,1.029619,-1.771957,2.247600785,3.469479,-3.912023,-4.60517,NA,0.04640637,NA,0.4510756,NA,NA,Logged,post-log,0.9750645,-0.2219215
ms,10_2003_2924,F,635,10,2003,37537,8,0.001904762,0.04,0.016,0.001,70.73829,0.06080952,0.05,0.352381,7.4,0,238.7747,2924,0.16,7.7,81.5,31.58,0.22,9.18,0.055,NA,NA,NA,0.03,0.01,0.006,0.007,4.43,0.33,8.36,2.24,0.31,6.83,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/8/2002,Fall,-1.832581,-4.135167,0.3018667,2.128232,-1.514128,2.217027205,3.452524,-3.506558,-4.60517,-5.115996,0.05354077,NA,0.662688,NA,NA,Logged,post-log,0.9905325,0.1372788
ms,10_2003_2936,F,636,10,2003,37558,29,0.001333333,0.028,0.019,0.001,39.10068,0.04252381,0.03,1.333333,16.8,0,236.6737,2936,0.18,7.7,81.1,30.91,0.13,9.25,0.0625,NA,NA,NA,0.02,NA,0.01,0.015,4.44,0.29,8.22,2.25,0.34,7.11,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2002,Fall,-1.714798,-3.963316,0.8472979,2.879198,-2.040221,2.224623552,3.43108,-3.912023,NA,-4.60517,0.06062462,NA,0.3715636,NA,NA,Logged,post-log,0.8779601,0.4787338
ms,10_2003_2948,F,637,10,2003,37579,50,0.002761905,0.058,0.022,0.001,124.7079,0.08580952,0.068,1.933333,14.5,0,153.9331,2948,2.12,7.6,63.2,24.67,1.14,8.03,0.07,0.06,0.07,0.06,0.06,0.01,0.003,NA,3.45,0.39,6.66,1.73,0.27,4.94,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/19/2002,Fall,0.7514161,-3.816713,1.076139,2.74084,0.1310283,2.083184528,3.205588,-2.813411,-4.60517,-5.809143,0.06765865,0.05826891,1.175573,NA,NA,Logged,post-log,0.651899,0.7583058
ms,10_2003_2961,F,638,10,2003,37600,71,0.003285714,0.069,0.017,0.002,91.46951,0.1048095,0.077,0.1047619,0.8,0,282.719,2961,0.55,7.7,62.8,24.42,0.5,8.24,0.05,0.05,0.05,0.05,0.05,NA,0.005,0.001,3.48,0.25,6.53,1.71,0.25,5.25,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/10/2002,Fall,-0.597837,-4.074542,0.09962984,0.5877867,-0.6931472,2.109000344,3.195402,-2.995732,NA,-5.298317,0.04879016,0.04879016,0.9122827,NA,NA,Logged,post-log,0.3415708,0.9398561
ms,10_2003_2974,F,639,10,2003,37621,92,0.04057143,0.852,0.396,0.002,94.34023,1.233619,0.959,10.07143,53.3,0,82.19814,2974,14.67,7.4,31.7,15.17,2.39,7.14,0.07,0.05,0.07,0.05,0.05,0.02,0.004,0.001,1.93,0.19,3.17,0.88,0.09,1.32,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/31/2002,Winter,2.685805,-0.9263411,2.404368,3.994524,0.8712934,1.965712776,2.71932,-2.995732,-3.912023,-5.521461,0.06765865,0.04879016,1.163151,NA,NA,Logged,post-log,-0.0129103,0.9999167
ms,10_2003_2987,F,640,10,2003,37642,113,0.009,0.189,0.04,0.002,81.18427,0.2722857,0.213,1.914286,23.9,0,185.7902,2987,12.24,7.4,33.6,15.87,0.57,8.53,0.04,0.03,0.04,0.03,0.03,0.01,0.004,NA,2.09,0.19,3.4,0.9,0.12,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/2003,Winter,2.504709,-3.218876,1.069625,3.214868,-0.5621189,2.143589362,2.764431,-3.506558,-4.60517,-5.521461,0.03922071,0.0295588,NA,NA,NA,Logged,post-log,-0.3657225,0.9307239
ms,10_2003_3001,F,641,10,2003,37663,134,0.2307143,4.845,1.394,0.031,117.8531,6.99719,5.467,17.61429,60.2,0,158.1408,3001,23.66,7.4,34.4,16.96,2.32,8.5,0.07,0.04,0.07,0.04,0.01,0.03,0.026,0.002,2.01,0.21,3.55,0.97,0.09,0.75,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/11/2003,Winter,3.163786,0.3321773,2.923929,4.114147,0.8415672,2.140066163,2.830858,-4.60517,-3.506558,-3.649659,0.06765865,0.03922071,0.7514161,NA,NA,Logged,post-log,-0.67126,0.741222
ms,10_2003_3018,F,642,10,2003,37684,155,0.1276667,2.681,0.973,0.028,79.83259,3.870143,3.025,5.866667,37.3,0,118.4903,3018,11.24,7.4,36.2,17.37,0.37,8.95,0.04,0.04,0.04,0.04,0.04,NA,0.004,0.001,2.24,0.2,3.69,1.01,0.1,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/4/2003,Winter,2.419479,-0.0273712,1.926679,3.64545,-0.9942523,2.191653532,2.854745,-3.218876,NA,-5.521461,0.03922071,0.03922071,NA,NA,NA,Logged,post-log,-0.8900276,0.4559067
ms,10_2003_3031,F,643,10,2003,37705,176,0.3058571,6.423,2.18,0.028,91.96736,9.277667,7.247,12.79048,70.9,0,120.2821,3031,32,7.4,33.7,16.96,1.82,8.44,0.04,0.03,0.04,0.03,0.02,0.01,0.008,0.003,2.05,0.21,3.56,0.95,0.12,0.73,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/25/2003,Spring,3.465736,0.7793249,2.623978,4.275276,0.5988365,2.132982309,2.830858,-3.912023,-4.60517,-4.828314,0.03922071,0.0295588,0.7839015,NA,NA,Logged,post-log,-0.9937466,0.111659
ms,10_2003_3044,F,644,10,2003,37726,197,0.1351429,2.838,0.556,0.048,89.04905,4.099095,3.199,7.747619,28.4,0,97.13805,3044,16.52,7.5,35.8,17.79,0.66,8.94,0.04,0.03,0.04,0.03,0.03,0.01,0.003,NA,2.17,0.21,3.91,0.91,0.1,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/15/2003,Spring,2.804572,-0.586987,2.168782,3.380995,-0.4155154,2.190535589,2.878637,-3.506558,-4.60517,-5.809143,0.03922071,0.0295588,NA,NA,NA,Logged,post-log,-0.9690098,-0.2470222
ms,10_2003_3058,F,645,10,2003,37747,218,0.4247143,8.919,1.451,0.064,40.32411,12.8839,10.062,20.94286,86.9,0,139.2234,3058,8.29,7.5,39.1,19.5,0.87,9.16,0.05,0.04,0.05,0.04,0.02,0.01,0.02,0.001,2.38,0.21,4.33,1.03,0.12,0.84,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/6/2003,Spring,2.11505,0.372253,3.088442,4.4762,-0.1392621,2.214846179,2.970414,-3.912023,-4.60517,-3.912023,0.04879016,0.03922071,0.8544153,NA,NA,Logged,post-log,-0.8190149,-0.5737723
ms,10_2003_3071,F,646,10,2003,37768,239,0.2361429,4.959,1.183,0.112,48.79494,7.163429,5.592,7.909524,25.1,0,135.024,3071,3.55,7.5,46.3,22.92,0.53,9.8,0.04,0.04,0.04,0.04,0.03,NA,0.006,NA,2.73,0.21,5.4,1.45,0.13,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/2003,Spring,1.266948,0.1680536,2.187121,3.261935,-0.6348783,2.282382386,3.13201,-3.506558,NA,-5.115996,0.03922071,0.03922071,NA,NA,NA,Logged,post-log,-0.5631507,-0.8263542
ms,10_2003_3085,F,647,10,2003,37789,260,0.1037619,2.179,0.243,0.055,18.42288,3.146,2.46,6.12381,33.3,0,326.5588,3085,1.41,7.7,58,27.96,1.35,10.55,0.13,0.07,0.13,0.07,0.05,0.06,0.021,0.002,3.33,0.22,6.46,1.72,0.16,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/17/2003,Summer,0.3435897,-1.414694,1.963443,3.535145,0.3001046,2.35612586,3.330775,-2.995732,-2.813411,-3.863233,0.1222176,0.06765865,NA,NA,NA,Logged,post-log,-0.2344914,-0.9721182
ms,10_2003_3099,F,648,10,2003,37809,280,0.03909524,0.821,0.076,0.023,25.78251,1.185429,0.927,1.585714,7.1,0,310.3262,3099,0.64,7.7,64.1,29.79,1,10.43,0.05,0.04,0.05,0.04,0.02,0.01,0.016,0.001,3.67,0.21,7.26,1.56,0.18,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/7/2003,Summer,-0.4462871,-2.577022,0.9500018,2.091864,0,2.344686269,3.394173,-3.912023,-4.60517,-4.135167,0.04879016,0.03922071,NA,NA,NA,Logged,post-log,0.1073813,-0.9942179
ms,10_2003_3113,F,649,10,2003,37831,302,0.01947619,0.409,0.035,0.016,28.25361,0.5880952,0.459,0.1904762,2.5,0,NA,3113,0.31,7.7,71.8,31.37,0.08,10.49,0.06,0.04,0.06,0.04,0.03,0.02,0.006,NA,4.32,0.24,7.6,2.08,0.21,3.65,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2003,Summer,-1.171183,-3.352407,0.1743534,1.252763,-2.525729,2.350422422,3.445852,-3.506558,-3.912023,-5.115996,0.05826891,0.03922071,0.5187938,NA,NA,Logged,post-log,0.4673592,-0.8840675
ms,10_2003_3128,F,650,10,2003,37852,323,0.01065,0.213,0.015,0.006,23.8024,0.32575,0.241,0.205,2.3,0,383.7852,3128,0.17,7.8,77.9,32.29,0.17,10.11,0.05,0.05,0.05,0.05,0.04,NA,0.007,0.001,4.56,0.27,8.06,2.19,0.24,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/2003,Summer,-1.771957,-4.199705,0.1864796,1.193922,-1.771957,2.313525033,3.474758,-3.218876,NA,-4.961845,0.04879016,0.04879016,NA,NA,NA,Logged,post-log,0.7498264,-0.6616346
ms,10_2003_3146,F,651,10,2003,37873,344,0.004863636,0.107,0.009,0.002,165.6427,0.1472273,0.122,0,0,0,266.2787,3146,0.15,7.7,83.4,32.5,0.42,9.6,0.1,0.09,0.1,0.09,0.06,0.01,0.033,0.004,4.78,0.33,8.56,2.44,0.27,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/9/2003,Summer,-1.89712,-4.710531,0,0,-0.8675006,2.261763098,3.48124,-2.813411,-4.60517,-3.411248,0.09531018,0.0861777,NA,NA,NA,Logged,post-log,0.9353679,-0.3536761
