"","site","elev","date","p_mm_day","elev_c"
"17334","CS2MET",260,2005-03-16,9.7,"Low"
"17335","CS2MET",260,2005-03-17,2,"Low"
"17336","CS2MET",260,2005-03-18,6.9,"Low"
"17337","CS2MET",260,2005-03-19,14.2,"Low"
"17338","CS2MET",260,2005-03-20,10.4,"Low"
"17339","CS2MET",260,2005-03-21,3.3,"Low"
"17340","CS2MET",260,2005-03-22,13.5,"Low"
"17341","CS2MET",260,2005-03-23,14,"Low"
"17342","CS2MET",260,2005-03-24,19.6,"Low"
"17343","CS2MET",260,2005-03-25,1,"Low"
"17344","CS2MET",260,2005-03-26,54.1,"Low"
"17345","CS2MET",260,2005-03-27,61.2,"Low"
"17346","CS2MET",260,2005-03-28,37.8,"Low"
"17347","CS2MET",260,2005-03-29,25.1,"Low"
"17348","CS2MET",260,2005-03-30,4.8,"Low"
"17349","CS2MET",260,2005-03-31,0,"Low"
"17350","CS2MET",260,2005-04-01,9.7,"Low"
"17351","CS2MET",260,2005-04-02,0,"Low"
"17352","CS2MET",260,2005-04-03,17.5,"Low"
"17353","CS2MET",260,2005-04-04,8.1,"Low"
"17354","CS2MET",260,2005-04-05,0.8,"Low"
"17355","CS2MET",260,2005-04-06,0,"Low"
"17356","CS2MET",260,2005-04-07,24.4,"Low"
"17357","CS2MET",260,2005-04-08,14.5,"Low"
"17358","CS2MET",260,2005-04-09,1.5,"Low"
"17359","CS2MET",260,2005-04-10,4.1,"Low"
"17360","CS2MET",260,2005-04-11,16.5,"Low"
"17361","CS2MET",260,2005-04-12,4.3,"Low"
"17362","CS2MET",260,2005-04-13,3.6,"Low"
"17363","CS2MET",260,2005-04-14,4.8,"Low"
"17364","CS2MET",260,2005-04-15,1.8,"Low"
"17365","CS2MET",260,2005-04-16,9.7,"Low"
"17366","CS2MET",260,2005-04-17,5.1,"Low"
"17367","CS2MET",260,2005-04-18,4.1,"Low"
"17368","CS2MET",260,2005-04-19,1,"Low"
"17369","CS2MET",260,2005-04-20,0,"Low"
"17370","CS2MET",260,2005-04-21,2.3,"Low"
"17371","CS2MET",260,2005-04-22,0.8,"Low"
"17372","CS2MET",260,2005-04-23,25.9,"Low"
"17373","CS2MET",260,2005-04-24,1.5,"Low"
"17374","CS2MET",260,2005-04-25,0,"Low"
"17375","CS2MET",260,2005-04-26,1.5,"Low"
"17376","CS2MET",260,2005-04-27,2.8,"Low"
"17377","CS2MET",260,2005-04-28,0,"Low"
"17378","CS2MET",260,2005-04-29,0,"Low"
"17379","CS2MET",260,2005-04-30,0,"Low"
"17380","CS2MET",260,2005-05-01,6.9,"Low"
"17381","CS2MET",260,2005-05-02,0,"Low"
"17382","CS2MET",260,2005-05-03,3.6,"Low"
"17383","CS2MET",260,2005-05-04,8.4,"Low"
"17384","CS2MET",260,2005-05-05,5.6,"Low"
"17385","CS2MET",260,2005-05-06,3.8,"Low"
"17386","CS2MET",260,2005-05-07,1.5,"Low"
"17387","CS2MET",260,2005-05-08,11.7,"Low"
"17388","CS2MET",260,2005-05-09,26.7,"Low"
"17389","CS2MET",260,2005-05-10,14.7,"Low"
"17390","CS2MET",260,2005-05-11,0,"Low"
"17391","CS2MET",260,2005-05-12,0,"Low"
"17392","CS2MET",260,2005-05-13,0,"Low"
"17393","CS2MET",260,2005-05-14,4.6,"Low"
"17394","CS2MET",260,2005-05-15,15,"Low"
"17395","CS2MET",260,2005-05-16,23.1,"Low"
"17396","CS2MET",260,2005-05-17,9.7,"Low"
"17397","CS2MET",260,2005-05-18,28.7,"Low"
"17398","CS2MET",260,2005-05-19,2.8,"Low"
"17399","CS2MET",260,2005-05-20,14,"Low"
"17400","CS2MET",260,2005-05-21,5.3,"Low"
"17401","CS2MET",260,2005-05-22,0.5,"Low"
"17402","CS2MET",260,2005-05-23,0,"Low"
"17403","CS2MET",260,2005-05-24,0,"Low"
"17404","CS2MET",260,2005-05-25,0,"Low"
"17405","CS2MET",260,2005-05-26,0,"Low"
"17406","CS2MET",260,2005-05-27,0.8,"Low"
"17407","CS2MET",260,2005-05-28,13,"Low"
"17408","CS2MET",260,2005-05-29,0.8,"Low"
"17409","CS2MET",260,2005-05-30,0,"Low"
"17410","CS2MET",260,2005-05-31,6.4,"Low"
"17411","CS2MET",260,2005-06-01,10.9,"Low"
"17412","CS2MET",260,2005-06-02,1.5,"Low"
"17413","CS2MET",260,2005-06-03,0,"Low"
"17414","CS2MET",260,2005-06-04,0.5,"Low"
"17415","CS2MET",260,2005-06-05,14.7,"Low"
"17416","CS2MET",260,2005-06-06,20.8,"Low"
"17417","CS2MET",260,2005-06-07,23.1,"Low"
"17418","CS2MET",260,2005-06-08,0,"Low"
"17419","CS2MET",260,2005-06-09,0,"Low"
"17420","CS2MET",260,2005-06-10,2,"Low"
"17421","CS2MET",260,2005-06-11,3,"Low"
"17422","CS2MET",260,2005-06-12,0,"Low"
"17423","CS2MET",260,2005-06-13,2.8,"Low"
"17424","CS2MET",260,2005-06-14,0,"Low"
"17425","CS2MET",260,2005-06-15,0,"Low"
"17426","CS2MET",260,2005-06-16,17.5,"Low"
"17427","CS2MET",260,2005-06-17,8.4,"Low"
"17428","CS2MET",260,2005-06-18,3.3,"Low"
"17429","CS2MET",260,2005-06-19,1.3,"Low"
"17430","CS2MET",260,2005-06-20,0,"Low"
"17431","CS2MET",260,2005-06-21,0,"Low"
"17432","CS2MET",260,2005-06-22,0,"Low"
"17433","CS2MET",260,2005-06-23,0,"Low"
"17434","CS2MET",260,2005-06-24,0,"Low"
"17435","CS2MET",260,2005-06-25,0,"Low"
"17436","CS2MET",260,2005-06-26,0,"Low"
"17437","CS2MET",260,2005-06-27,1,"Low"
"17438","CS2MET",260,2005-06-28,1,"Low"
"17439","CS2MET",260,2005-06-29,0,"Low"
"17440","CS2MET",260,2005-06-30,0,"Low"
"17441","CS2MET",260,2005-07-01,0,"Low"
"17442","CS2MET",260,2005-07-02,0,"Low"
"17443","CS2MET",260,2005-07-03,0,"Low"
"17444","CS2MET",260,2005-07-04,0,"Low"
"17445","CS2MET",260,2005-07-05,0,"Low"
"17446","CS2MET",260,2005-07-06,1.5,"Low"
"17447","CS2MET",260,2005-07-07,0,"Low"
"17448","CS2MET",260,2005-07-08,4.3,"Low"
"17449","CS2MET",260,2005-07-09,0.5,"Low"
"17450","CS2MET",260,2005-07-10,4.6,"Low"
"17451","CS2MET",260,2005-07-11,0,"Low"
"17452","CS2MET",260,2005-07-12,0,"Low"
"17453","CS2MET",260,2005-07-13,0,"Low"
"17454","CS2MET",260,2005-07-14,0,"Low"
"17455","CS2MET",260,2005-07-15,0,"Low"
"17456","CS2MET",260,2005-07-16,0,"Low"
"17457","CS2MET",260,2005-07-17,0,"Low"
"17458","CS2MET",260,2005-07-18,0,"Low"
"17459","CS2MET",260,2005-07-19,0,"Low"
"17460","CS2MET",260,2005-07-20,0,"Low"
"17461","CS2MET",260,2005-07-21,0,"Low"
"17462","CS2MET",260,2005-07-22,2,"Low"
"17463","CS2MET",260,2005-07-23,0,"Low"
"17464","CS2MET",260,2005-07-24,0,"Low"
"17465","CS2MET",260,2005-07-25,0,"Low"
"17466","CS2MET",260,2005-07-26,0,"Low"
"17467","CS2MET",260,2005-07-27,0,"Low"
"17468","CS2MET",260,2005-07-28,0,"Low"
"17469","CS2MET",260,2005-07-29,0,"Low"
"17470","CS2MET",260,2005-07-30,0,"Low"
"17471","CS2MET",260,2005-07-31,0,"Low"
"17472","CS2MET",260,2005-08-01,0,"Low"
"17473","CS2MET",260,2005-08-02,0,"Low"
"17474","CS2MET",260,2005-08-03,0,"Low"
"17475","CS2MET",260,2005-08-04,0,"Low"
"17476","CS2MET",260,2005-08-05,0,"Low"
"17477","CS2MET",260,2005-08-06,0,"Low"
"17478","CS2MET",260,2005-08-07,0,"Low"
"17479","CS2MET",260,2005-08-08,0,"Low"
"17480","CS2MET",260,2005-08-09,0,"Low"
"17481","CS2MET",260,2005-08-10,0,"Low"
"17482","CS2MET",260,2005-08-11,0,"Low"
"17483","CS2MET",260,2005-08-12,0,"Low"
"17484","CS2MET",260,2005-08-13,0,"Low"
"17485","CS2MET",260,2005-08-14,0,"Low"
"17486","CS2MET",260,2005-08-15,0,"Low"
"17487","CS2MET",260,2005-08-16,0,"Low"
"17488","CS2MET",260,2005-08-17,0,"Low"
"17489","CS2MET",260,2005-08-18,0,"Low"
"17490","CS2MET",260,2005-08-19,0,"Low"
"17491","CS2MET",260,2005-08-20,0,"Low"
"17492","CS2MET",260,2005-08-21,0,"Low"
"17493","CS2MET",260,2005-08-22,0,"Low"
"17494","CS2MET",260,2005-08-23,0,"Low"
"17495","CS2MET",260,2005-08-24,0,"Low"
"17496","CS2MET",260,2005-08-25,0,"Low"
"17497","CS2MET",260,2005-08-26,0,"Low"
"17498","CS2MET",260,2005-08-27,0,"Low"
"17499","CS2MET",260,2005-08-28,0,"Low"
"17500","CS2MET",260,2005-08-29,0.8,"Low"
"17501","CS2MET",260,2005-08-30,0,"Low"
"17502","CS2MET",260,2005-08-31,0,"Low"
"17503","CS2MET",260,2005-09-01,0,"Low"
"17504","CS2MET",260,2005-09-02,0,"Low"
"17505","CS2MET",260,2005-09-03,0,"Low"
"17506","CS2MET",260,2005-09-04,0,"Low"
"17507","CS2MET",260,2005-09-05,0,"Low"
"17508","CS2MET",260,2005-09-06,0,"Low"
"17509","CS2MET",260,2005-09-07,0,"Low"
"17510","CS2MET",260,2005-09-08,0,"Low"
"17511","CS2MET",260,2005-09-09,8.6,"Low"
"17512","CS2MET",260,2005-09-10,19.8,"Low"
"17513","CS2MET",260,2005-09-11,0,"Low"
"17514","CS2MET",260,2005-09-12,0,"Low"
"17515","CS2MET",260,2005-09-13,0,"Low"
"17516","CS2MET",260,2005-09-14,0,"Low"
"17517","CS2MET",260,2005-09-15,0,"Low"
"17518","CS2MET",260,2005-09-16,0.8,"Low"
"17519","CS2MET",260,2005-09-17,0.3,"Low"
"17520","CS2MET",260,2005-09-18,0,"Low"
"17521","CS2MET",260,2005-09-19,0,"Low"
"17522","CS2MET",260,2005-09-20,0,"Low"
"17523","CS2MET",260,2005-09-21,0,"Low"
"17524","CS2MET",260,2005-09-22,0,"Low"
"17525","CS2MET",260,2005-09-23,0,"Low"
"17526","CS2MET",260,2005-09-24,0,"Low"
"17527","CS2MET",260,2005-09-25,0,"Low"
"17528","CS2MET",260,2005-09-26,0,"Low"
"17529","CS2MET",260,2005-09-27,0,"Low"
"17530","CS2MET",260,2005-09-28,0,"Low"
"17531","CS2MET",260,2005-09-29,0,"Low"
"17532","CS2MET",260,2005-09-30,22.9,"Low"
"17533","CS2MET",260,2005-10-01,19.6,"Low"
"17534","CS2MET",260,2005-10-02,8.6,"Low"
"17535","CS2MET",260,2005-10-03,15,"Low"
"17536","CS2MET",260,2005-10-04,0,"Low"
"17537","CS2MET",260,2005-10-05,0,"Low"
"17538","CS2MET",260,2005-10-06,0,"Low"
"17539","CS2MET",260,2005-10-07,2,"Low"
"17540","CS2MET",260,2005-10-08,6.4,"Low"
"17541","CS2MET",260,2005-10-09,1.8,"Low"
"17542","CS2MET",260,2005-10-10,0,"Low"
"17543","CS2MET",260,2005-10-11,0,"Low"
"17544","CS2MET",260,2005-10-12,0,"Low"
"17545","CS2MET",260,2005-10-13,0,"Low"
"17546","CS2MET",260,2005-10-14,5.6,"Low"
"17547","CS2MET",260,2005-10-15,14.5,"Low"
"17548","CS2MET",260,2005-10-16,0.5,"Low"
"17549","CS2MET",260,2005-10-17,0,"Low"
"17550","CS2MET",260,2005-10-18,0,"Low"
"17551","CS2MET",260,2005-10-19,11.9,"Low"
"17552","CS2MET",260,2005-10-20,0.5,"Low"
"17553","CS2MET",260,2005-10-21,0,"Low"
"17554","CS2MET",260,2005-10-22,0,"Low"
"17555","CS2MET",260,2005-10-23,0,"Low"
"17556","CS2MET",260,2005-10-24,0,"Low"
"17557","CS2MET",260,2005-10-25,5.8,"Low"
"17558","CS2MET",260,2005-10-26,7.6,"Low"
"17559","CS2MET",260,2005-10-27,6.9,"Low"
"17560","CS2MET",260,2005-10-28,16.3,"Low"
"17561","CS2MET",260,2005-10-29,4.8,"Low"
"17562","CS2MET",260,2005-10-30,1.3,"Low"
"17563","CS2MET",260,2005-10-31,28.7,"Low"
"17564","CS2MET",260,2005-11-01,20.8,"Low"
"17565","CS2MET",260,2005-11-02,0.5,"Low"
"17566","CS2MET",260,2005-11-03,34.5,"Low"
"17567","CS2MET",260,2005-11-04,32.8,"Low"
"17568","CS2MET",260,2005-11-05,63,"Low"
"17569","CS2MET",260,2005-11-06,10.4,"Low"
"17570","CS2MET",260,2005-11-07,8.4,"Low"
"17571","CS2MET",260,2005-11-08,0,"Low"
"17572","CS2MET",260,2005-11-09,0,"Low"
"17573","CS2MET",260,2005-11-10,4.6,"Low"
"17574","CS2MET",260,2005-11-11,19.8,"Low"
"17575","CS2MET",260,2005-11-12,16.5,"Low"
"17576","CS2MET",260,2005-11-13,50.3,"Low"
"17577","CS2MET",260,2005-11-14,0,"Low"
"17578","CS2MET",260,2005-11-15,0,"Low"
"17579","CS2MET",260,2005-11-16,0,"Low"
"17580","CS2MET",260,2005-11-17,0,"Low"
"17581","CS2MET",260,2005-11-18,0,"Low"
"17582","CS2MET",260,2005-11-19,0,"Low"
"17583","CS2MET",260,2005-11-20,0,"Low"
"17584","CS2MET",260,2005-11-21,0,"Low"
"17585","CS2MET",260,2005-11-22,0,"Low"
"17586","CS2MET",260,2005-11-23,0,"Low"
"17587","CS2MET",260,2005-11-24,7.1,"Low"
"17588","CS2MET",260,2005-11-25,52.1,"Low"
"17589","CS2MET",260,2005-11-26,7.6,"Low"
"17590","CS2MET",260,2005-11-27,4.3,"Low"
"17591","CS2MET",260,2005-11-28,25.4,"Low"
"17592","CS2MET",260,2005-11-29,20.3,"Low"
"17593","CS2MET",260,2005-11-30,8.6,"Low"
"17594","CS2MET",260,2005-12-01,38.4,"Low"
"17595","CS2MET",260,2005-12-02,37.3,"Low"
"17596","CS2MET",260,2005-12-03,17.5,"Low"
"17597","CS2MET",260,2005-12-04,0.3,"Low"
"17598","CS2MET",260,2005-12-05,0,"Low"
"17599","CS2MET",260,2005-12-06,0,"Low"
"17600","CS2MET",260,2005-12-07,7.9,"Low"
"17601","CS2MET",260,2005-12-08,0,"Low"
"17602","CS2MET",260,2005-12-09,0,"Low"
"17603","CS2MET",260,2005-12-10,0,"Low"
"17604","CS2MET",260,2005-12-11,0,"Low"
"17605","CS2MET",260,2005-12-12,0,"Low"
"17606","CS2MET",260,2005-12-13,0,"Low"
"17607","CS2MET",260,2005-12-14,0,"Low"
"17608","CS2MET",260,2005-12-15,0,"Low"
"17609","CS2MET",260,2005-12-16,0,"Low"
"17610","CS2MET",260,2005-12-17,0,"Low"
"17611","CS2MET",260,2005-12-18,5.3,"Low"
"17612","CS2MET",260,2005-12-19,37.6,"Low"
"17613","CS2MET",260,2005-12-20,0.5,"Low"
"17614","CS2MET",260,2005-12-21,19.6,"Low"
"17615","CS2MET",260,2005-12-22,40.1,"Low"
"17616","CS2MET",260,2005-12-23,0,"Low"
"17617","CS2MET",260,2005-12-24,0,"Low"
"17618","CS2MET",260,2005-12-25,13.7,"Low"
"17619","CS2MET",260,2005-12-26,15.2,"Low"
"17620","CS2MET",260,2005-12-27,57.7,"Low"
"17621","CS2MET",260,2005-12-28,43.4,"Low"
"17622","CS2MET",260,2005-12-29,30.5,"Low"
"17623","CS2MET",260,2005-12-30,131.3,"Low"
"17624","CS2MET",260,2005-12-31,36.8,"Low"
"17625","CS2MET",260,2006-01-01,3.6,"Low"
"17626","CS2MET",260,2006-01-02,4.8,"Low"
"17627","CS2MET",260,2006-01-03,7.6,"Low"
"17628","CS2MET",260,2006-01-04,0,"Low"
"17629","CS2MET",260,2006-01-05,0,"Low"
"17630","CS2MET",260,2006-01-06,7.4,"Low"
"17631","CS2MET",260,2006-01-07,38.6,"Low"
"17632","CS2MET",260,2006-01-08,15.2,"Low"
"17633","CS2MET",260,2006-01-09,48.3,"Low"
"17634","CS2MET",260,2006-01-10,98.8,"Low"
"17635","CS2MET",260,2006-01-11,37.1,"Low"
"17636","CS2MET",260,2006-01-12,27.4,"Low"
"17637","CS2MET",260,2006-01-13,30.2,"Low"
"17638","CS2MET",260,2006-01-14,14.5,"Low"
"17639","CS2MET",260,2006-01-15,4.6,"Low"
"17640","CS2MET",260,2006-01-16,33.8,"Low"
"17641","CS2MET",260,2006-01-17,64.3,"Low"
"17642","CS2MET",260,2006-01-18,13,"Low"
"17643","CS2MET",260,2006-01-19,10.7,"Low"
"17644","CS2MET",260,2006-01-20,36.8,"Low"
"17645","CS2MET",260,2006-01-21,4.6,"Low"
"17646","CS2MET",260,2006-01-22,0,"Low"
"17647","CS2MET",260,2006-01-23,0,"Low"
"17648","CS2MET",260,2006-01-24,0,"Low"
"17649","CS2MET",260,2006-01-25,5.1,"Low"
"17650","CS2MET",260,2006-01-26,16.8,"Low"
"17651","CS2MET",260,2006-01-27,26.2,"Low"
"17652","CS2MET",260,2006-01-28,39.1,"Low"
"17653","CS2MET",260,2006-01-29,32,"Low"
"17654","CS2MET",260,2006-01-30,32.3,"Low"
"17655","CS2MET",260,2006-01-31,56.4,"Low"
"17656","CS2MET",260,2006-02-01,4.8,"Low"
"17657","CS2MET",260,2006-02-02,25.9,"Low"
"17658","CS2MET",260,2006-02-03,4.6,"Low"
"17659","CS2MET",260,2006-02-04,43.7,"Low"
"17660","CS2MET",260,2006-02-05,0,"Low"
"17661","CS2MET",260,2006-02-06,0,"Low"
"17662","CS2MET",260,2006-02-07,0,"Low"
"17663","CS2MET",260,2006-02-08,0,"Low"
"17664","CS2MET",260,2006-02-09,0,"Low"
"17665","CS2MET",260,2006-02-10,0,"Low"
"17666","CS2MET",260,2006-02-11,0,"Low"
"17667","CS2MET",260,2006-02-12,0,"Low"
"17668","CS2MET",260,2006-02-13,0,"Low"
"17669","CS2MET",260,2006-02-14,6.6,"Low"
"17670","CS2MET",260,2006-02-15,0,"Low"
"17671","CS2MET",260,2006-02-16,0,"Low"
"17672","CS2MET",260,2006-02-17,0,"Low"
"17673","CS2MET",260,2006-02-18,0,"Low"
"17674","CS2MET",260,2006-02-19,0,"Low"
"17675","CS2MET",260,2006-02-20,0,"Low"
"17676","CS2MET",260,2006-02-21,1.3,"Low"
"17677","CS2MET",260,2006-02-22,0,"Low"
"17678","CS2MET",260,2006-02-23,0,"Low"
"17679","CS2MET",260,2006-02-24,0,"Low"
"17680","CS2MET",260,2006-02-25,0,"Low"
"17681","CS2MET",260,2006-02-26,2.5,"Low"
"17682","CS2MET",260,2006-02-27,30.5,"Low"
"17683","CS2MET",260,2006-02-28,27.2,"Low"
"17684","CS2MET",260,2006-03-01,1.8,"Low"
"17685","CS2MET",260,2006-03-02,2,"Low"
"17686","CS2MET",260,2006-03-03,2.5,"Low"
"17687","CS2MET",260,2006-03-04,0,"Low"
"17688","CS2MET",260,2006-03-05,0,"Low"
"17689","CS2MET",260,2006-03-06,12.7,"Low"
"17690","CS2MET",260,2006-03-07,8.4,"Low"
"17691","CS2MET",260,2006-03-08,33.8,"Low"
"17692","CS2MET",260,2006-03-09,21.8,"Low"
"17693","CS2MET",260,2006-03-10,5.1,"Low"
"17694","CS2MET",260,2006-03-11,0,"Low"
"17695","CS2MET",260,2006-03-12,0,"Low"
"17696","CS2MET",260,2006-03-13,2.5,"Low"
"17697","CS2MET",260,2006-03-14,3.6,"Low"
"17698","CS2MET",260,2006-03-15,2,"Low"
"17699","CS2MET",260,2006-03-16,13.2,"Low"
"17700","CS2MET",260,2006-03-17,12.7,"Low"
"17701","CS2MET",260,2006-03-18,1.3,"Low"
"17702","CS2MET",260,2006-03-19,0,"Low"
"17703","CS2MET",260,2006-03-20,2.3,"Low"
"17704","CS2MET",260,2006-03-21,16.5,"Low"
"17705","CS2MET",260,2006-03-22,0,"Low"
"17706","CS2MET",260,2006-03-23,0,"Low"
"17707","CS2MET",260,2006-03-24,4.6,"Low"
"17708","CS2MET",260,2006-03-25,21.6,"Low"
"17709","CS2MET",260,2006-03-26,1.5,"Low"
"17710","CS2MET",260,2006-03-27,0,"Low"
"17711","CS2MET",260,2006-03-28,0.5,"Low"
"17712","CS2MET",260,2006-03-29,7.6,"Low"
"17713","CS2MET",260,2006-03-30,4.1,"Low"
"17714","CS2MET",260,2006-03-31,4.3,"Low"
"17715","CS2MET",260,2006-04-01,9.1,"Low"
"17716","CS2MET",260,2006-04-02,3.3,"Low"
"17717","CS2MET",260,2006-04-03,5.6,"Low"
"17718","CS2MET",260,2006-04-04,0,"Low"
"17719","CS2MET",260,2006-04-05,6.1,"Low"
"17720","CS2MET",260,2006-04-06,0,"Low"
"17721","CS2MET",260,2006-04-07,1.3,"Low"
"17722","CS2MET",260,2006-04-08,7.1,"Low"
"17723","CS2MET",260,2006-04-09,4.6,"Low"
"17724","CS2MET",260,2006-04-10,3.6,"Low"
"17725","CS2MET",260,2006-04-11,1.8,"Low"
"17726","CS2MET",260,2006-04-12,1.3,"Low"
"17727","CS2MET",260,2006-04-13,4.6,"Low"
"17728","CS2MET",260,2006-04-14,16.3,"Low"
"17729","CS2MET",260,2006-04-15,25.4,"Low"
"17730","CS2MET",260,2006-04-16,1.3,"Low"
"17731","CS2MET",260,2006-04-17,9.4,"Low"
"17732","CS2MET",260,2006-04-18,0,"Low"
"17733","CS2MET",260,2006-04-19,0,"Low"
"17734","CS2MET",260,2006-04-20,0.8,"Low"
"17735","CS2MET",260,2006-04-21,0,"Low"
"17736","CS2MET",260,2006-04-22,0,"Low"
"17737","CS2MET",260,2006-04-23,0,"Low"
"17738","CS2MET",260,2006-04-24,0,"Low"
"17739","CS2MET",260,2006-04-25,0,"Low"
"17740","CS2MET",260,2006-04-26,0,"Low"
"17741","CS2MET",260,2006-04-27,0,"Low"
"17742","CS2MET",260,2006-04-28,0,"Low"
"17743","CS2MET",260,2006-04-29,0,"Low"
"17744","CS2MET",260,2006-04-30,0,"Low"
"17745","CS2MET",260,2006-05-01,0,"Low"
"17746","CS2MET",260,2006-05-02,0,"Low"
"17747","CS2MET",260,2006-05-03,0,"Low"
"17748","CS2MET",260,2006-05-04,0,"Low"
"17749","CS2MET",260,2006-05-05,0,"Low"
"17750","CS2MET",260,2006-05-06,0,"Low"
"17751","CS2MET",260,2006-05-07,10.9,"Low"
"17752","CS2MET",260,2006-05-08,0,"Low"
"17753","CS2MET",260,2006-05-09,0,"Low"
"17754","CS2MET",260,2006-05-10,0,"Low"
"17755","CS2MET",260,2006-05-11,0,"Low"
"17756","CS2MET",260,2006-05-12,0,"Low"
"17757","CS2MET",260,2006-05-13,0,"Low"
"17758","CS2MET",260,2006-05-14,0,"Low"
"17759","CS2MET",260,2006-05-15,0,"Low"
"17760","CS2MET",260,2006-05-16,0,"Low"
"17761","CS2MET",260,2006-05-17,0,"Low"
"17762","CS2MET",260,2006-05-18,0,"Low"
"17763","CS2MET",260,2006-05-19,3.3,"Low"
"17764","CS2MET",260,2006-05-20,8.9,"Low"
"17765","CS2MET",260,2006-05-21,2.8,"Low"
"17766","CS2MET",260,2006-05-22,3,"Low"
"17767","CS2MET",260,2006-05-23,14.5,"Low"
"17768","CS2MET",260,2006-05-24,11.9,"Low"
"17769","CS2MET",260,2006-05-25,8.6,"Low"
"17770","CS2MET",260,2006-05-26,13.7,"Low"
"17771","CS2MET",260,2006-05-27,11.7,"Low"
"17772","CS2MET",260,2006-05-28,14.5,"Low"
"17773","CS2MET",260,2006-05-29,0,"Low"
"17774","CS2MET",260,2006-05-30,0,"Low"
"17775","CS2MET",260,2006-05-31,0,"Low"
"17776","CS2MET",260,2006-06-01,10.4,"Low"
"17777","CS2MET",260,2006-06-02,18.5,"Low"
"17778","CS2MET",260,2006-06-03,2.3,"Low"
"17779","CS2MET",260,2006-06-04,8.1,"Low"
"17780","CS2MET",260,2006-06-05,0,"Low"
"17781","CS2MET",260,2006-06-06,0,"Low"
"17782","CS2MET",260,2006-06-07,0,"Low"
"17783","CS2MET",260,2006-06-08,0,"Low"
"17784","CS2MET",260,2006-06-09,0,"Low"
"17785","CS2MET",260,2006-06-10,0,"Low"
"17786","CS2MET",260,2006-06-11,4.1,"Low"
"17787","CS2MET",260,2006-06-12,5.6,"Low"
"17788","CS2MET",260,2006-06-13,5.3,"Low"
"17789","CS2MET",260,2006-06-14,0.5,"Low"
"17790","CS2MET",260,2006-06-15,0,"Low"
"17791","CS2MET",260,2006-06-16,3.6,"Low"
"17792","CS2MET",260,2006-06-17,0,"Low"
"17793","CS2MET",260,2006-06-18,0,"Low"
"17794","CS2MET",260,2006-06-19,0,"Low"
"17795","CS2MET",260,2006-06-20,0,"Low"
"17796","CS2MET",260,2006-06-21,0,"Low"
"17797","CS2MET",260,2006-06-22,0,"Low"
"17798","CS2MET",260,2006-06-23,0,"Low"
"17799","CS2MET",260,2006-06-24,0,"Low"
"17800","CS2MET",260,2006-06-25,0,"Low"
"17801","CS2MET",260,2006-06-26,0,"Low"
"17802","CS2MET",260,2006-06-27,0,"Low"
"17803","CS2MET",260,2006-06-28,0,"Low"
"17804","CS2MET",260,2006-06-29,24.1,"Low"
"17805","CS2MET",260,2006-06-30,3,"Low"
"17806","CS2MET",260,2006-07-01,0,"Low"
"17807","CS2MET",260,2006-07-02,0,"Low"
"17808","CS2MET",260,2006-07-03,0,"Low"
"17809","CS2MET",260,2006-07-04,0,"Low"
"17810","CS2MET",260,2006-07-05,0,"Low"
"17811","CS2MET",260,2006-07-06,0,"Low"
"17812","CS2MET",260,2006-07-07,0,"Low"
"17813","CS2MET",260,2006-07-08,0,"Low"
"17814","CS2MET",260,2006-07-09,0,"Low"
"17815","CS2MET",260,2006-07-10,0,"Low"
"17816","CS2MET",260,2006-07-11,0,"Low"
"17817","CS2MET",260,2006-07-12,1.8,"Low"
"17818","CS2MET",260,2006-07-13,0,"Low"
"17819","CS2MET",260,2006-07-14,0,"Low"
"17820","CS2MET",260,2006-07-15,0,"Low"
"17821","CS2MET",260,2006-07-16,0,"Low"
"17822","CS2MET",260,2006-07-17,0,"Low"
"17823","CS2MET",260,2006-07-18,0,"Low"
"17824","CS2MET",260,2006-07-19,0,"Low"
"17825","CS2MET",260,2006-07-20,0,"Low"
"17826","CS2MET",260,2006-07-21,0,"Low"
"17827","CS2MET",260,2006-07-22,0,"Low"
"17828","CS2MET",260,2006-07-23,0,"Low"
"17829","CS2MET",260,2006-07-24,0,"Low"
"17830","CS2MET",260,2006-07-25,0,"Low"
"17831","CS2MET",260,2006-07-26,0,"Low"
"17832","CS2MET",260,2006-07-27,0,"Low"
"17833","CS2MET",260,2006-07-28,0,"Low"
"17834","CS2MET",260,2006-07-29,0,"Low"
"17835","CS2MET",260,2006-07-30,0,"Low"
"17836","CS2MET",260,2006-07-31,0,"Low"
"17837","CS2MET",260,2006-08-01,0,"Low"
"17838","CS2MET",260,2006-08-02,0,"Low"
"17839","CS2MET",260,2006-08-03,0,"Low"
"17840","CS2MET",260,2006-08-04,0,"Low"
"17841","CS2MET",260,2006-08-05,0,"Low"
"17842","CS2MET",260,2006-08-06,0,"Low"
"17843","CS2MET",260,2006-08-07,4.8,"Low"
"17844","CS2MET",260,2006-08-08,0,"Low"
"17845","CS2MET",260,2006-08-09,0,"Low"
"17846","CS2MET",260,2006-08-10,0,"Low"
"17847","CS2MET",260,2006-08-11,0,"Low"
"17848","CS2MET",260,2006-08-12,0,"Low"
"17849","CS2MET",260,2006-08-13,0,"Low"
"17850","CS2MET",260,2006-08-14,0,"Low"
"17851","CS2MET",260,2006-08-15,0,"Low"
"17852","CS2MET",260,2006-08-16,0,"Low"
"17853","CS2MET",260,2006-08-17,0,"Low"
"17854","CS2MET",260,2006-08-18,0,"Low"
